"2007/12/31","14.6970","2957000.0000","14.7260","14.7560","14.5830"
"2007/12/28","14.6520","5088000.0000","14.7150","14.7650","14.5930"
"2007/12/27","14.5260","2936000.0000","14.5510","14.6370","14.4130"
"2007/12/26","14.5970","3290100.0000","14.6100","14.6550","14.5500"
"2007/12/24","14.4630","1039000.0000","14.3310","14.4730","14.3000"
"2007/12/21","14.2150","1433000.0000","14.3000","14.3300","14.2110"
"2007/12/20","14.0900","2716000.0000","13.9700","14.1950","13.8890"
"2007/12/19","13.9850","2421000.0000","13.9840","14.0590","13.9044"
"2007/12/18","13.9010","2660500.0000","13.9530","13.9750","13.7690"
"2007/12/17","13.7130","2471900.0000","13.6070","13.8060","13.5880"
"2007/12/14","13.7390","5030650.0000","13.8190","13.8310","13.6410"
"2007/12/13","14.0140","4799000.0000","14.3190","14.3190","13.8650"
"2007/12/12","14.5483","4412630.0000","14.6010","14.6650","14.5000"
"2007/12/11","14.3500","3342100.0000","14.5790","14.6730","14.3150"
"2007/12/10","14.5620","3158200.0000","14.4600","14.6240","14.4070"
"2007/12/07","14.2760","2507200.0000","14.2900","14.3150","14.1490"
"2007/12/06","14.3760","3731430.0000","13.9610","14.4660","13.9610"
"2007/12/05","14.1300","3128000.0000","14.1010","14.2540","14.0230"
"2007/12/04","14.2070","1953340.0000","14.3000","14.3000","14.1270"
"2007/12/03","14.0070","3856480.0000","13.9450","14.1250","13.8100"
"2007/11/30","13.9000","6575340.0000","14.0000","14.0000","13.7000"
"2007/11/29","14.1010","7242610.0000","14.1190","14.2780","14.0710"
"2007/11/28","14.2970","4328240.0000","14.3110","14.4000","14.1450"
"2007/11/27","14.3450","4165270.0000","14.4000","14.4400","14.2110"
"2007/11/26","14.6290","6185930.0000","14.7290","14.7930","14.5000"
"2007/11/23","14.6630","2284630.0000","14.5890","14.7800","14.5180"
"2007/11/21","14.3450","4348070.0000","14.5890","14.5890","14.2220"
"2007/11/20","14.6600","4455870.0000","14.5100","14.7113","14.3560"
"2007/11/19","14.0710","5378520.0000","14.5100","14.5100","14.0030"
"2007/11/16","14.3400","4842220.0000","14.5310","14.6000","14.3140"
"2007/11/15","14.3450","6262180.0000","14.4890","14.6440","14.2360"
"2007/11/14","14.8670","4470590.0000","14.9220","15.0080","14.7660"
"2007/11/13","14.4600","7823900.0000","14.7280","14.8070","14.3750"
"2007/11/12","14.3150","11136670.0000","14.7190","14.7620","14.3150"
"2007/11/09","15.2900","7479170.0000","15.3490","15.4857","15.1820"
"2007/11/08","15.3290","13387440.0000","15.5020","15.7200","15.0150"
"2007/11/07","15.1710","19572760.0000","15.4500","15.5470","15.1080"
"2007/11/06","15.3750","11125400.0000","15.1990","15.3750","15.0868"
"2007/11/05","14.6180","5994400.0000","14.4490","14.7270","14.3900"
"2007/11/02","14.5300","6353000.0000","14.1480","14.5760","13.9840"
"2007/11/01","14.0030","7163000.0000","14.0190","14.1800","13.8190"
"2007/10/31","14.3600","8560000.0000","14.2610","14.4440","14.1180"
"2007/10/30","14.1130","4220000.0000","14.1130","14.2270","14.0370"
"2007/10/29","14.3890","5450000.0000","14.2950","14.3890","14.1330"
"2007/10/26","14.1330","5102000.0000","13.9770","14.1550","13.9770"
"2007/10/25","13.7620","5275000.0000","13.7270","13.9140","13.6790"
"2007/10/24","13.4760","2647000.0000","13.4290","13.5310","13.3220"
"2007/10/23","13.4620","2122000.0000","13.4850","13.5490","13.3878"
"2007/10/22","13.3477","2688000.0000","13.2870","13.4120","13.2630"
"2007/10/19","13.4540","5533000.0000","13.7530","13.7560","13.1200"
"2007/10/18","13.7000","1939000.0000","13.6330","13.7068","13.6140"
"2007/10/17","13.5220","2734000.0000","13.6910","13.7300","13.4650"
"2007/10/16","13.4990","3370000.0000","13.6990","13.7150","13.4650"
"2007/10/15","13.6900","3398000.0000","13.8740","13.9070","13.6520"
"2007/10/12","13.7400","2069000.0000","13.7100","13.7500","13.6340"
"2007/10/11","13.6400","5113000.0000","13.5870","13.8200","13.5510"
"2007/10/10","13.4860","1738000.0000","13.5400","13.5550","13.4540"
"2007/10/09","13.3950","2644000.0000","13.2780","13.4930","13.2620"
"2007/10/08","13.1880","1810000.0000","13.2220","13.2610","13.1260"
"2007/10/05","13.2950","4957000.0000","13.2450","13.4180","13.2300"
"2007/10/04","13.2850","3209000.0000","13.0700","13.3250","13.0500"
"2007/10/03","13.2170","2199000.0000","13.3200","13.3860","13.1520"
"2007/10/02","13.2310","5346000.0000","13.2990","13.2990","12.9680"
"2007/10/01","13.6460","4884000.0000","13.6100","13.6860","13.5500"
"2007/09/28","13.6550","3754000.0000","13.5810","13.7719","13.5810"
"2007/09/27","13.4250","3954000.0000","13.4530","13.4900","13.3400"
"2007/09/26","13.3300","3320000.0000","13.3660","13.5289","13.2480"
"2007/09/25","13.3670","2978000.0000","13.2910","13.4136","13.2680"
"2007/09/24","13.4270","3149000.0000","13.3750","13.5040","13.3300"
"2007/09/21","13.4190","7460000.0000","13.4250","13.4870","13.2360"
